status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
kept,Mail merge as a first programming language,Jeffrey L. Popyack; Nira Herrmann,1993,ACM SIGCSE Bulletin,10.1145/169073.169367,https://openalex.org/W4233905109,qualifies-claim,"The 'mail merge' or 'form letter' feature prevalent in most word processors provides many features which make it desirable for a first introduction to the art of computer programming. We demonstrate how key concepts are introduced in an environment easily understood by the student, including variables and identifiers, the importance of order in specifying input, data files, output files, IF/THEN/ELSE statements, nested and compound IF statements, issues of syntax vs. semantics, garbage in/garbage out, debugging, and the creation of output through specifications written in a language understood by the computer.",openalex,llm,0.940,unreviewed,
kept,Smart Contracts and Dapps: From Theory to Practice,Brian Wu; Bridget Wu,2022,Apress eBooks,10.1007/978-1-4842-8808-5_5,https://openalex.org/W4312201661,supports-claim,"Brian Kernighan, a computer scientist, wrote the first ""Hello, World!"" program in 1972 for the language B to be used internally at Bell Labs. Brian wrote a manual titled A Tutorial Introduction to the Language B to demonstrate how to use B's language. From there, this popular text spread quickly. It was used in a Bell Laboratories memo in 1974, as well as The C Programming Language in 1978. ""Hello, World!"" remains popular to this day. It became a standard for new programmers for their first program. This particular piece of code proves your code syntax, compiles, and executes to consistently produce the desired output. ""Hello, World!"" offers the code in more than 60 programming languages.",openalex,llm,0.990,unreviewed,
kept,Working with Scilab,Sandeep Nagar,2017,Apress eBooks,10.1007/978-1-4842-3192-0_2,https://openalex.org/W2767314133,supports-claim,"As explained in Chapter 1, there are two ways to work within Scilab. The first way is to work at the command line by typing one command at a time. The partition titled ”Scilab 6.0.0 Console” (shown in the middle part of Figure 1-1) presents the command line where the cursor is shaped as −− > . You can write commands here for immediate execution. As an example, let’s start with writing the first program of any programming language—printing the words Hello World at the command prompt.",openalex,llm,0.970,unreviewed,
kept,Flowgorithm: Principles for Teaching Introductory Programming Using Flowcharts,Devin D. Cook,2025,,10.18260/1-2-1153-54443,https://openalex.org/W4409667897,qualifies-claim,"For students, the task of learning their first programming language can be compounded by the challenges of syntax, semantics and superfluous code.Historically, programming languages had a gentle learning curve requiring little syntactic or semantic overhead.Modern object-oriented languages, however, create a conceptual hurdle.Even the trivial Hello World program contains syntactic and semantic complexity far beyond the level of a beginning student.This paper introduces Flowgorithma programming environment which allows students, with little to no programming experience, create programs using the visual metaphor of flowcharts.These flowcharts can be executed directly by the built-in interpreter allowing students to learn programming concepts before being confronted with language-specific syntax and semantics.Flowgorithm provides an integrated learning path so students can apply their knowledge to a ""real"" programming language.The flowcharts can be interactively translated to over 10 programming languages.These include: C#, C++, Delphi/Pascal, Java, JavaScript, Lua, Python, Ruby, Visual Basic .NET, and Visual Basic for Applications.This allows a natural transition from the simple procedural logic of flowcharts to the more common object oriented languages used by universities today.",openalex,llm,0.960,unreviewed,
discarded,Teaching Programming Principles through a Game Engine,Cristiane Camilo Hernandez; Luciano Silva; Rafael Alencar Segura; Juliano Schimiguel; Manuel Fernández Paradela Ledón; Luis Naito Mendes Bezerra; Ismar Frango Silveira,2010,CLEI electronic journal,10.19153/cleiej.13.2.3,https://openalex.org/W2134461069,adjacent-subtopic,"Teaching fundamental programming to freshmen is a hard task to be performed, given the high level of abstraction and logical reasoning that are required for these students to develop in a very early stage of their course. This paper presents a discussion about this topic, along with a case study where computer games are meant to be developed by students in a first programming course, through the use of a game engine which allow students to develop fundamental programming skills without having to learn syntax and idiosyncrasies of any programming language.",openalex,llm,0.800,unreviewed,
kept,Introducing C++/CLI,,2007,Apress eBooks,10.1007/978-1-4302-0282-0_1,https://openalex.org/W4255419852,supports-claim,"This chapter introduces the C++/CLI language extensions to C++ and shows you the classic “Hello, World” example in C++/CLI. You’ll learn just enough about the runtime environment that executes your C++/CLI programs to get started with your first program. You’ll also learn some of the features available in that environment, including access to the .NET Framework (or the CLI class libraries), the common type system, and other helpful features such as garbage collection. These keywords were added by machine and not by the authors. This process is experimental and the keywords may be updated as the learning algorithm improves.",openalex,llm,0.950,unreviewed,
discarded,Testing object-oriented programs,John Rosenberg; Michael Kölling,1997,,10.1145/268084.268115,https://openalex.org/W2032255374,adjacent-subtopic,"One of the major diJ%xdties facing anyone trying to teach the first programming course is how to encourage students to thoroughly test their programs. We would argue that the main reasons for this are the lack of suitable tools for testing and the need to write extra ""debug"" code in order to verify correct operation. Wefurther argue that the problem is even worse with object-oriented languages because of multiple classes and encapsulation. In this paper we describe the testing tools within the Blue programming environment which allow object-oriented programs to be thoroughly tested without writing a single line of new code,",openalex,llm,0.840,unreviewed,
discarded,Testing object-oriented programs,John Rosenberg; Michael Kölling,1997,ACM SIGCSE Bulletin,10.1145/268085.268115,https://openalex.org/W3031922254,adjacent-subtopic,"One of the major difficulties facing anyone trying to teach the first programming course is how to encourage students to thoroughly test their programs. We would argue that the main reasons for this are the lack of suitable tools for testing and the need to write extra ""debug"" code in order to verify correct operation. We further argue that the problem is even worse with object-oriented languages because of multiple classes and encapsulation. In this paper we describe the testing tools within the Blue programming environment which allow object-oriented programs to be thoroughly tested without writing a single line of new code.",openalex,llm,0.840,unreviewed,
discarded,ASPA : a static analyser to support learning and continuous feedback on the first programming course,Roope Luukkainen,2020,LUTPub (LUT University),,https://openalex.org/W3048004608,adjacent-subtopic,"For decades there have been arguments how to teach programming in the first programming course (CS1). In addition, supportive intervention methods to improve students' learning and methods to improve assessment process have been widely studied. There are various successful methods to each topic separately, but only a few of them fit for both. In general, varying software tools have been beneficial for both, but they are usually in English and dedicated for a specific course. In LUT University CS1 course with Python is lectured in Finnish. Therefore, ASPA (Abstrakti SyntaksiPuu Analysaattori) was created to satisfy needs for both Finnish and English feedback. ASPA is a static analyser tool, which utilises abstract syntax trees to detect coding convention violations from students' Python file submissions. Feedback is beneficial for the student while studying programming topics and for course staff while assessing student submissions. ASPA and its functionality were validated by expert evaluations, user testing and analysing course submissions.",openalex,llm,0.860,unreviewed,
discarded,SELECTING A FIRST PROGRAMMING LANGUAGE TO TEACH PROSPECTIVE TEACHERS CASE EXAMPLES FROM TWO PROGRAMS,,2009,Issues in Information Systems,10.48009/2_iis_2009_128-137,https://openalex.org/W2106075228,adjacent-subtopic,"The purpose of this paper is to identify the factors that influence the decision to select a programming language to teach students enrolled in a graduate level course in education. The paper illustrates the experience of two degree programs: First, the master degree of business education (M.Ed.) at",openalex,llm,0.820,unreviewed,
