status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,Programming Is Hard - Or at Least It Used to Be,Brett A. Becker; Paul Denny; James Finnie-Ansley; Andrew Luxton-Reilly; James Prather; Eddie Antonio Santos,2023,,10.1145/3545945.3569759,https://openalex.org/W4323033785,adjacent-subtopic,"The introductory programming sequence has been the focus of much research in computing education. The recent advent of several viable and freely-available AI-driven code generation tools present several immediate opportunities and challenges in this domain. In this position paper we argue that the community needs to act quickly in deciding what possible opportunities can and should be leveraged and how, while also working on overcoming otherwise mitigating the possible challenges. Assuming that the effectiveness and proliferation of these tools will continue to progress rapidly, without quick, deliberate, and concerted efforts, educators will lose advantage in helping shape what opportunities come to be, and what challenges will endure. With this paper we aim to seed this discussion within the computing education community.",openalex,llm,0.900,unreviewed,
discarded,Exploring the Features of Educational Robotics and STEM Research in Primary Education: A Systematic Literature Review,Sokratis Tselegkaridis; Theodosios Sapounidis,2022,Education Sciences,10.3390/educsci12050305,https://openalex.org/W4225125878,off-topic-false-hit,"STEM education programs with educational robotics are frequently used in formal or informal education, with participants ranging from kindergarten children up to university students. The widespread implementation of these programs in schools and the growing interest of researchers in the field has led several authors/researchers to review and summarize the characteristics of STEM research. However, the literature on the features of STEM research in primary education (kindergarten and primary school) is limited. Therefore, this article is a systematic literature review that tries to enrich the STEM agenda by answering the questions: (a) which study designs are commonly used in STEM interventions, (b) what the characteristics of the sample are (number/age of the students), (c) which equipment and user interfaces (tangible/graphical) are used, and (d) what are the characteristics of the studies (duration, intervention objectives, activities) and how studies’ data were recorded. For this review, 36 out of 337 articles were analyzed and emerged from eight databases, three search-keywords and six exclusion criteria. The examination of the reviewed articles showed, inter alia, that non-experimental design is usually used, that in half of the cases written evaluations are used and the sample size is almost equal between girls and boys. Finally, long-term research is restricted, therefore it is not safe to generalize the findings of these studies.",openalex,llm,0.990,unreviewed,
discarded,Contextualizing the current state of research on the use of machine learning for student performance prediction: A systematic literature review,Khalid Alalawi; Rukshan Athauda; Raymond Chiong,2023,Engineering Reports,10.1002/eng2.12699,https://openalex.org/W4381662290,off-topic-false-hit,"Abstract Today, educational institutions produce large amounts of data with the deployment of learning management systems. These large datasets provide an untapped potential to support and enhance decision‐making and operations. In recent times, machine learning (ML) has been applied to develop models utilizing this “big” data to assist in decision‐making. This study presents a systematic literature review into the application of ML to predict student performance. A total of 162 research articles from January 2010 to October 2022 were critically reviewed and analyzed by applying Kitchenham's systematic literature review approach. Our analysis categorized the literature predicting students' academic performance into two categories: (i) predicting student performance in assessments, courses or programs, and identifying students at‐risk of failing their course/program (129 studies); and (ii) predicting student dropout or retention in a course or program (33 studies). Classification is the most commonly used approach for predicting student performance (138 studies), followed by regression (25 studies) and clustering (9 studies). Supervised learning methods are used more often than semi‐supervised learning. Five most popular ML algorithms include the Decision Tree, Random Forest, Naïve Bayes, Artificial Neural Network, and Support Vector Machine. Historical records of students' grades and class performance, academic related data from learning management systems, and students' demographics are the most common features used for predicting students' performance. The most common methods used for feature selection are Information Gain‐based selection algorithms, Correlation‐based feature selection, and Gain Ratio. The general platforms/tools/libraries used in the studies include WEKA, Python, R, Rapid Miner, and MATLAB. We also investigated possible actions considered in the literature to help at‐risk students. We only found very few studies that deployed remedial actions and evaluated their impact on students' performance. In conclusion, ML has shown great potential in the prediction of student performance, but also has many areas of further research.",openalex,llm,0.990,unreviewed,
discarded,"A systematic literature review of attitudes, intentions and behaviours of teaching academics pertaining to AI and generative AI (GenAI) in higher education: An analysis of GenAI adoption using the UTAUT framework",Sasha Nikolic; Isabelle Wentworth; Lynn Sheridan; Simon Moss; Elisabeth Duursma; Rachel A. Jones; Montserrat Ros; Rebekkah Middleton,2024,Australasian Journal of Educational Technology,10.14742/ajet.9643,https://openalex.org/W4405431371,off-topic-false-hit,"The rapid advancement of artificial intelligence (AI) has outpaced existing research and regulatory frameworks in higher education, leading to varied institutional responses. Although some educators and institutions have embraced AI and generative AI (GenAI), other individuals remain cautious. This systematic literature review explored teaching academics' attitudes, perceptions and intentions towards AI and GenAI, identifying perceived benefits and obstacles. Utilising the unified theory of acceptance and use of technology framework, this study reveals positive attitudes towards AI's efficiency and teaching enhancement, but also significant concerns about academic integrity, accuracy, reliability, skill development and the need for comprehensive training and policies. These findings underscore the necessity for institutional support to navigate the integration of AI and GenAI in tertiary education. Implications for practice or policy: Attitudes towards AI and GenAI integration are diverse with educators recognising benefits but raising ethical and practical concerns. These concerns indicate a need for a more comprehensive understanding and dialogue within academic communities. Academics' intentions to use these technologies are contingent upon the development of robust ethical guidelines and supportive institutional policies. Institutional support and training shape behaviours. The scarcity of formal training, systematic guidelines and policy frameworks currently limits effective integration.",openalex,llm,0.990,unreviewed,
discarded,Behavior Driven Development: A Systematic Literature Review,Muhammad Shoaib Farooq; Uzma Omer; Amna Ramzan; Mansoor Ahmad Rasheed; Zabihullah Atal,2023,IEEE Access,10.1109/access.2023.3302356,https://openalex.org/W4385627008,off-topic-false-hit,"Behavior Driven Development (BDD) is a widely adopted agile methodology for software development that emphasizes the behavior of an application as a series of test cases, using the keywords, which include ""Given,"" ""When,"" and ""Then."" It involves writing requirements in a structured and testable format that can be evaluated to ensure compliance with the expected behavior. Although a significant amount of research has been conducted to examine the impact of using BDD on software development process yet rare work is observed to synthesize these studies and identify areas for future exploration. This study presents a review of the state-of-the-art BDD by synthesizing the recent advancements in its uses and applications. It aims to systematically investigate the impact of BDD on software development process as well as on product quality by aiding to bridge the communication gap between the stakeholders. The results reveal that BDD is an effective technique to clarify requirements during the software development process as it helps minimizing the intrinsic ambiguities. This work proposes a taxonomy based on the role and applications of BDD in various contexts. It suggests a framework for applying BDD in software development and defines a workflow for its application in software development. Finally, this work highlights some pertinent future directions for the use of BDD in software development.",openalex,llm,0.990,unreviewed,
kept,A Lightweight Systematic Literature Review of Studies about the Use of Pair Programming to Teach Introductory Programming.,Mark Turner 0001; Rumjit Kaur; Pearl Brereton,2008,PPIG,,https://dblp.org/rec/conf/ppig/TurnerKB08,adjacent-subtopic,,dblp,llm,0.880,unreviewed,
discarded,The Educational Potential of Prompt Engineering with ChatGPT in Introductory Programming Courses: A Systematic Literature Review.,Samuel Rodrigues; Tiago do Carmo Nogueira; Deller J. Ferreira; Gabriel Costa,2026,CSEDU,10.5220/0014225800004021,https://dblp.org/rec/conf/csedu/RodriguesNFC26,adjacent-subtopic,": The use of ChatGPT prompt engineering is a promising strategy to support the teaching of introductory programming, fostering autonomy and continuous learning. Although widely explored in other areas, its application in introductory programming education requires further in-depth analysis. This systematic review, conducted according to the PRISMA method, aims to investigate the educational use of ChatGPT prompt engineering in the teaching of introductory programming. Studies published between 2020 and 2025 were analyzed, with a total of 553 articles identified through search strings and 35 selected for final analysis. The results reveal that ChatGPT prompt engineering can bring significant benefits to the teaching and learning of introductory programming, particularly with regard to learning personalization, increased engagement, and support in understanding fundamental concepts. However, limitations include difficulties in prompt formulation, risk of excessive dependency, hesitation in technological adoption, and impacts on students’ creativity and autonomy. To mitigate these limitations, the literature recommends training students in prompt engineering and the conscious use of ChatGPT as a complementary tool to traditional teaching.",dblp,llm,0.870,unreviewed,
kept,An Initial Analysis of the Research on Interest and Introductory Programming : A Systematic Review of this Literature.,Pasqueline Dantas Scaico; Alexandre Scaico; Ruy José Guerra Barretto de Queiroz,2018,FIE,10.1109/FIE.2018.8659254,https://dblp.org/rec/conf/fie/ScaicoSQ18,adjacent-subtopic,"This Research Full Paper presents a review of the literature related to novices’ interest in learning to code. Students’ interest in this topic has been mentioned in the Computer Science Education (CSE) field since the 1990s. Although it got the attention of computing faculty and shaped a wide number of proposals, students’ disinterest remains a complex struggle in Computer Science (CS) courses. On the other hand, we still have little knowledge about what theoretical concepts and methods of research are adopted by researchers who study interest, particularly among novices in programming. As an attempt to close this gap, we carried out a systematic review process to identify frequent assumptions and methodological decisions aiming to establish a sense of what happened in the last seventeen years in this research field. Based on our review, the findings revealed that although a high number of contributions is propagated, most of them are based on lesson learned reports that fail in producing reliable evidences to substantiate the effectiveness of some proposals. The analysis of the 36 publications considered relevant to our systematic review revealed that there is not a convergent understanding between CSE researchers of what is interest and how to measure. Not many of them study interest based on specific theories or observe how students’ interest changes over time. So, although we have found many publications referring to practical and experimental applications, we could see that this research area is still fragmented and led by a bit of uncertainty about what really can sustain novices more interested in learning coding.",dblp,llm,0.860,unreviewed,
discarded,AI and Human Peer Feedback in Introductory Programming: A Mixed Methods Study,"Calli, Ezgi; Er, Erkan",2026,"ARTIFICIAL INTELLIGENCE IN EDUCATION. LATE BREAKING RESULTS, WIDEAIED, PRACTITIONERS, INDUSTRY AND POLICIES, BLUE SKY, DOCTORAL CONSORTIUM, FOL WORKSHOPS AND TUTORIALS, FOL INVITED PAPERS, AIED 2026, PT III",10.1007/978-3-032-29794-5_50,https://www.webofscience.com/wos/woscc/full-record/WOS:001819165800050,adjacent-subtopic,"This doctoral study examines AI-generated formative feedback by positioning AI as a peer within a feedback process in an introductory Python course and comparing it with human peer feedback in supporting revision quality and learning outcomes. The study builds on a systematic literature review (SLR) of empirical work on AI-generated formative feedback in higher education, which identified theory-informed design principles that guide the present study. Students engage in a system-supported revision process involving submission, feedback (human or AI peer), revision, and dialogic interaction with the feedback source across multiple stages. An explanatory sequential mixed methods design is employed, combining a quasi-experimental phase examining differences in revision quality and learning outcomes with qualitative analysis of feedback uptake using chat logs, revision traces, and interviews. The study aims to advance process-level understanding of how learners interpret and act upon feedback across successive revisions and interactions.",wos,llm,0.920,unreviewed,
kept,"Supporting learners in the transition from block-based to text-based programming, a systematic review","Strong, Glenn; Bresnihan, Nina; Tangney, Brendan",2025,JOURNAL OF COMPUTER LANGUAGES,10.1016/j.cola.2025.101342,https://www.webofscience.com/wos/woscc/full-record/WOS:001523389700001,adjacent-subtopic,"This paper describes a systematic review of the approaches being taken to providing support to learners as they transition from block-based programming environments to text-based ones. It identifies and analyses the literature in the area, identifies the themes which are common across the different approaches being used, and determines gaps in the literature. With the widespread use of block-based programming environments in introductory programming education, the question of how to support learners in the transition to text-based environments has received much attention. The contribution of this paper is to analyse and characterise the approaches being taken to support learners by considering the question: what approaches have been developed to facilitate the transition from block-based programming to text-based programming for learners? To answer this, a systematic literature review was undertaken, combining manual and automatic searches to identify work in the field. A thematic analysis of the literature found eight themes covering technical and non-technical approaches to supporting transition, prompting a set of recommendations for gaps to be addressed in future development in the field.",wos,llm,0.880,unreviewed,
