status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
kept,Employing Literate Programming Instruction in a Microprocessors Course,Bryan A. Jones; Mahnas Mohammadi-Aragh,2016,,10.18260/p.26941,https://openalex.org/W2614089611,supports-claim; established,"Through her role in the Hearin Engineering First-year Experiences (EFX) Program, she is assessing the college's current first-year","openalex, dblp, wos, scopus",llm,0.950,unreviewed,
kept,Literate Executables,Terence Kelly,2022,Queue,10.1145/3570938,https://openalex.org/W4309467806,supports-claim; established,"Literate executables redefine the relationship between compiled binaries and source code to be that of chicken and egg, so it's easy to derive either from the other. This episode of Drill Bits provides a general-purpose literacy tool and showcases the advantages of literacy by retrofitting it onto everyone's favorite command-line utility.","openalex, dblp, wos, scopus",llm,0.960,unreviewed,
kept,Reproducible Econometric Research. A Critical Review of the State of the Art.,Roger Koenker; Achim Zeileis,2007,ePubWU Institutional Repository (Wirtschaftsuniversität Wien),10.57938/3e86d851-baf9-46d3-b3ad-3ff0c9c9e2e0,https://openalex.org/W1711310657,supports-claim; established,"Recent software developments are reviewed from the vantage point of reproducible econometric research. We argue that the emergence of new tools, particularly in the open-source community, have greatly eased the burden of documenting and archiving both empirical and simulation work in econometrics. Some of these tools are highlighted in the discussion of three small replication exercises.","openalex, dblp, wos, scopus",llm,0.870,unreviewed,
discarded,"Reproducibility, Replicability and Repeatability: A survey of reproducible research with a focus on high performance computing",Benjamin Antunes; David R.C. Hill,2024,Computer Science Review,10.1016/j.cosrev.2024.100655,https://openalex.org/W4391740237,adjacent-subtopic,"Reproducibility is widely acknowledged as a fundamental principle in scientific research. Currently, the scientific community grapples with numerous challenges associated with reproducibility, often referred to as the ''reproducibility crisis.'' This crisis permeated numerous scientific disciplines. In this study, we examined the factors in scientific practices that might contribute to this lack of reproducibility. Significant focus is placed on the prevalent integration of computation in research, which can sometimes function as a black box in published papers. Our study primarily focuses on highperformance computing (HPC), which presents unique reproducibility challenges. This paper provides a comprehensive review of these concerns and potential solutions. Furthermore, we discuss the critical role of reproducible research in advancing science and identifying persisting issues within the field of HPC.","openalex, dblp, wos, scopus",llm,0.720,unreviewed,
discarded,Low-Fat Recipes for SPIN,Theo C. Ruys,2000,Lecture notes in computer science,10.1007/10722468_17,https://openalex.org/W1900874134,off-topic-false-hit,,"openalex, dblp, wos, scopus",llm,0.620,unreviewed,
kept,Tooling for Reproducible Research: Considerations for the Past and Future of Data Analysis,Roger D. Peng,2025,Austrian Journal of Statistics,10.17713/ajs.v54i3.2052,https://openalex.org/W4409751567,supports-claim; established,"The concept of reproducible research has evolved significantly over the past 30 years, with the idea growing in popularity, awareness, and acceptance. Upon its introduction to the statistical and broader scientific community, computational reproducibility was proposed as an essential concept for communicating the process of computational research and for being able to understand what exactly was done to produce a result. However, in the early stages, computational reproducibility faced at least one significant challenge, which was the lack of tools to make it easier for people to implement reproducible workflows. Fritz Leisch made major contributions to this area with his development of Sweave for the R programming language and his general promotion of software tools for reproducibility. We consider these contributions in the context of the history of reproducible research and consider what the implications are for the future of data analysis.","openalex, dblp, wos, scopus",llm,0.990,unreviewed,
discarded,Proceedings of the 11th Python in Science Conference,,2012,Proceedings of the Python in Science Conferences,10.25080/majora-54c7f2c8-00d,https://openalex.org/W4300454675,off-topic-false-hit,"We use a combination of code-generation, code lowering, and just-in-time compilation techniques called SEJITS (Selective Embedded JIT Specialization) to generate highly performant parallel code for Bag of Little Bootstraps (BLB), a statistical sampling algorithm that solves the same class of problems as general bootstrapping, but which parallelizes better. We do this by embedding a very small domain-specific language into Python for describing instances of the problem and using expert-created code generation strategies to generate code at runtime for a parallel multicore platform. The resulting code can sample gigabyte datasets with performance comparable to hand-tuned parallel code, achieving near-linear strong scaling on a 32-core CPU, yet the Python expression of a BLB problem instance remains source-and performance-portable across platforms. This work represents another case study in a growing list of algorithms we have ""packaged"" using SEJITS in order to make high-performance implementations of the algorithms available to Python programmers across diverse platforms.","openalex, dblp, wos, scopus",llm,0.980,unreviewed,
kept,Incremental redocumentation using literate programming,Nwe Nwe Win,1998,Durham e-Theses (Durham University),,https://openalex.org/W141415814,supports-claim; established,"The primary aim of this research is to investigate means of improving program comprehension through redocumentation. In particular it will concentrate on using Literate Programming as a method for program redocumentation. Documentation is crucially important as an aid to understanding software systems. The Incremental Redocumentation Using Literate Programming System analyses the existing source code and merges in a range of other information, in order to create a complete documentation package. This may include not only traditional paper documents, but also hypertext facilities, animated specifications and output from other analysis tools. The status of the documentation is implicitly elevated to that of an integral part of the system, rather than an optional extra. Where a configuration management system is used to manage different versions of a system, the documentation can also be brought under its control. The literate programming paradigm provides the encouragement and capability to produce high quality code and documentation simultaneously. Conceptually, literate programming systems are document preparation systems. The primary goal of a literate program is to be understandable to the programmers who are going to have to read it at some later date - often while involved in maintenance, or perhaps when trying to determine the possibility of reusing parts of the code for later projects. This thesis presents a structures of C programs and literate C programs, and describes the features of captured literate C programs. A method of the capture process and also the functions of the redocumentation process are described. In addition, this thesis outlines how the individual stages in the capture process and the edit process are used to redocument a C program. The results of application of the process are highlighted by way of example programs. The evaluation process is performed by comparing the results of an existing literate program with those resulting from the application of the method described within this thesis. The results have shown that the captured redocumented literate C program is more readable and understandable than source code only, and that it provides a basis for subsequent maintenance and further redocumentation.","openalex, dblp, wos, scopus",llm,0.990,unreviewed,
kept,Renaissance of Literate Programming in the Era of LLMs: Enhancing LLM-Based Code Generation in Large-Scale Projects,Wuyang Zhang; Yansong Li; Zeyu Dong; Yu Wu; Yingyao Zhou; D Wang; Songsirou Xing; Chi-Chun Zhou; Da Shen,2024,arXiv (Cornell University),10.48550/arxiv.2502.17441,https://openalex.org/W4414850747,supports-claim; established,"Large Language Models (LLMs) have helped programmers increase efficiency through code generation, comprehension, and repair. However, their application to large-scale projects remains challenging due to complex interdependencies and the extensive size of modern codebases. Although Knuth's concept of Literate Programming (LP) combines code and natural language to convey logic and intent, its potential for enhancing relationships in large projects has not been fully explored. In this study, we introduce the idea of Interoperable LP (ILP), which leverages literate programming principles to enhance the development of both small-scale documents and large-scale projects with LLMs. We investigate how LLMs perform under ILP-style instructions for both document-oriented tasks and entire projects. Recognizing that many researchers rely on well-structured templates to guide LLMs, we propose a concise prompt engineering method to write LP documents so LLMs can better be involved in code generation. We also examine the capacity of various LLMs to generate Scheme and Python code on the RepoBench benchmark, illustrating the advantages of our approach. Our findings indicate that ILP with LLMs can enhance LLM-based code generation in large-scale project development.","openalex, dblp, wos, scopus",human,0.880,human,
kept,Rethinking literate programming in statistics,Haghish E.F.,2016,Stata Journal,10.1177/1536867x1601600408,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85008388757&origin=inward,established,"Literate programming is becoming increasingly trendy for data analysis because it allows the generation of dynamic-analysis reports for communicating data analysis and eliminates untraceable human errors in analysis reports. Traditionally, literate programming includes separate processes for compiling the code and preparing the documentation. While this workflow might be satisfactory for software documentation, it is not ideal for writing statistical analysis reports. Instead, these processes should run in parallel. In this article, I introduce the weaver package, which examines this idea by creating a new log system in HTML or L A T E X that can be used simultaneously with the Stata log system. The new log system provides many features that the Stata log system lacks; for example, it can render mathematical notations, insert figures, create publication-ready dynamic tables, and style text, and it includes a built-in syntax highlighter. The weaver package also produces dynamic PDF documents by converting the HTML log to PDF or by typesetting the L A T E X log and thus provides a real-time preview of the document without recompiling the code. I also discuss potential applications of the weaver package.","openalex, dblp, wos, scopus",human,,human,
